,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
17,3,0.521360937,-0.20586463,3.18736947,-1.097877691,2.046061994,0.156983312,-2.081939287,0.0105311,-0.854285339,-1.185969536,-0.543684106,0.65183959,-0.495088121,-1.060306545,0.227571533,-2.65062629,0.906104828,-0.994899098,-1.855160988,0.153054311,1.11938827,4.090467861,-0.728741489,2.2612496,-0.57818985,-0.515345719,-1.649174657,0.492761168,-1.236918838,-2.081939287,0.284837256,-1.404535136,2.165315405,1.362538411,0.144124792
18,2,0.861518199,1.879328682,3.968555923,0.554130351,0.540552539,1.0703164,4.082124828,1.190085424,0.080733621,0.282522592,1.407389038,-0.852548078,1.728020367,-2.932019493,-0.36656291,1.044926643,1.463704037,1.145245372,0.740027539,-0.275255524,0.189273885,-2.085078823,-1.691339535,-0.513008739,-1.607200437,1.855313176,-1.599351178,-1.224699868,0.801378795,4.082124828,1.503083446,0.355970954,0.535344914,0.430883769,-0.998502125
19,3,0.850688461,1.334136326,0.559853325,0.115850518,-0.422553484,-0.000545973,0.496333362,1.19357685,-0.347802307,-1.605282297,2.966472285,0.865112714,-0.566631706,-4.941314512,0.49506313,-1.612564306,-5.168285125,0.310159247,-2.027213764,0.747094682,-0.175735065,3.932806686,-1.779373664,0.929475569,1.103392129,0.282331338,0.577223409,-0.671709726,-3.213128216,0.496333362,0.183175028,0.993731878,1.798114683,0.390008075,0.460041375
20,0,0.062561558,0.756165791,0.145867035,0.149751315,-0.679823973,-1.732285964,-0.656816896,-1.881772251,-0.214619814,-0.054049258,1.217607149,0.42642836,-0.085091707,2.145462798,-0.273876294,-0.868453868,1.232795207,-0.30086901,-2.835986642,0.009348797,-0.991056843,2.406052396,-1.375462818,-0.556696215,0.381860735,0.501316056,-1.254218977,0.68606949,-0.480556626,-0.656816896,1.155656241,0.458418399,0.250631745,-0.902713245,0.545025706
21,2,-1.055837346,0.323654818,-1.030280177,0.10236649,1.529680058,0.984340908,2.780838523,1.58713143,1.452849636,1.277953015,-2.042533923,0.302354643,-0.222532787,-2.720813016,-1.764729961,-1.845449573,2.283230433,5.127073762,1.555586035,-1.443371508,-0.415883453,-14.87341489,-0.106971835,-2.208211628,-3.125196293,-0.243321404,-0.355108531,0.706007087,0.840998323,2.780838523,-1.531342462,1.610100143,3.87044247,0.394983328,1.84755825
22,4,0.383983436,1.20587413,0.704804389,0.858401888,0.17789186,-0.869682364,0.693511339,0.424646153,-0.732912726,-0.789790936,1.43729642,0.153391525,0.008812706,-2.896200985,-1.352630447,2.354872304,-1.460768819,4.348022569,0.715413467,-0.185791148,0.614789824,1.917273929,-0.839906055,1.093948513,-1.063375573,0.166070888,0.344575799,-0.404670548,-1.771121502,0.693511339,-0.077384201,-0.135717543,-0.872235436,0.987187627,0.918361623
23,3,2.105235319,1.422237642,4.954285953,-0.511972062,1.293647973,-1.090119348,-4.225287294,1.607635351,-1.495056942,-0.254107705,-1.251002065,0.757666107,-0.473791487,1.29578539,0.910109399,2.666709645,-4.099770906,-4.299420674,-0.364936553,1.244960809,-0.856707316,15.23850661,0.198200425,1.803759257,-0.389287022,-1.081774406,1.205229918,-0.000326832,0.463714802,-4.225287294,-0.625011568,0.81641138,2.616054958,-1.216660506,0.055256905
24,3,-0.062730874,1.007202089,3.572850025,-0.586789736,0.183889754,0.484531939,-0.415731335,1.182012453,0.105385134,-1.509425348,2.812576985,1.317894657,1.636137954,2.130742806,0.845298191,-0.950300205,1.375536905,1.794033592,0.467104354,-0.209427717,-0.536651976,2.083710414,-0.654618373,0.45115338,1.534919957,0.471440245,-1.31099755,-0.153925256,-0.848318543,-0.415731335,0.31652756,0.953019649,1.008749058,-0.926969877,-1.682167598
25,2,-0.303477083,-1.10838747,0.595155527,-0.007321447,1.536982097,1.059726968,-3.49146579,0.883068774,-0.50704688,-0.227136596,-0.167070924,-0.255499635,-0.953063619,0.826286369,0.70376706,0.469239331,-1.533493205,-2.595783441,-3.001079271,1.096587302,1.606289418,8.578149925,-1.293364328,-0.839106895,-0.578018162,1.867591995,-1.561589567,-0.368394639,-0.16350883,-3.49146579,-0.465301482,-0.578210478,-0.341232136,-1.42983676,0.361099891
26,0,1.58739644,0.198512784,2.219581802,1.545057041,-0.015050517,-0.053064841,-1.807786013,-0.102349847,-1.217402679,-0.364818721,-1.473696142,0.441413483,-1.828251738,0.303946227,0.5695032,0.927458382,0.612640811,-1.551839017,2.273705662,-0.604480326,-0.284630121,1.7956105,0.1591548,-0.005632285,1.121527609,-1.787313573,0.479076464,0.342075016,-1.779658644,-1.807786013,-0.100244156,0.487914672,0.475382963,-1.928397546,-0.730927421
27,3,-0.462105853,1.060303776,1.51403945,-0.524844273,-1.638328237,-1.297629243,0.752788718,-0.498354041,-0.921136099,-0.299048751,1.224625931,0.24495644,-1.659404634,-0.539824609,0.044207089,-2.443191656,-2.767547506,1.537911496,-0.966594263,1.266887047,1.249276812,0.503330364,0.612248218,0.925538358,2.419026626,0.887443782,-0.748288134,0.263028599,-0.413629084,0.752788718,2.571395248,0.8306712,2.492880288,0.714246904,1.819975386
28,2,1.863371119,-0.739217336,3.3910668,0.161440466,0.938057971,0.330349717,-2.399759291,-0.418908192,0.968776519,-0.201628756,0.691747499,0.39131245,-1.058512769,-0.091726979,0.57809467,-0.410409156,-1.486747709,2.260982078,0.199474501,-0.848561568,0.70068419,5.324332499,2.134296874,1.967074184,-0.938828249,0.91890686,-0.304188295,1.829527503,-1.138916639,-2.399759291,0.101556314,1.902788605,2.301940555,1.446588514,0.797281833
29,3,0.740616625,-1.420276967,1.603928656,-0.141928852,-0.32834475,-0.07959289,0.376496536,0.329393543,-0.808922689,-0.983120378,2.020523412,1.030556214,0.832891961,-0.070692649,-0.926995746,0.185591254,-2.088938088,3.84795853,-1.906449817,-0.301352357,0.603508115,3.475002225,-1.161339301,2.954389496,-1.714170651,0.573699382,0.183631369,0.85241877,0.571931948,0.376496536,1.314315572,-0.339357112,5.855201566,-0.818957923,-0.435843653
30,3,1.029322438,0.992741362,1.420201461,-0.424594721,-0.294383518,1.07514551,2.990065675,0.276731594,1.261216787,0.052741565,2.204877879,-0.512285854,-0.501946907,1.177574433,-0.071284665,1.146665817,2.476279872,-0.993006056,-0.773136248,0.987974379,-0.127005681,-0.886377532,1.573357353,-1.17880698,-0.171461154,-0.408474698,-0.443997045,1.232870365,1.101641419,2.990065675,-0.009247001,0.271074679,0.956118508,0.6352923,0.381517106
31,3,-0.159276899,-0.641126234,-2.953913696,-1.307900263,-1.099218363,0.076411059,2.566497249,0.102662378,-0.293946374,1.189326483,-0.710302679,-1.129760891,-0.731188505,0.058309105,-0.247084709,-2.76627774,0.756878812,4.817130998,-0.408128414,-0.047144525,0.420992169,-10.4033689,0.333651699,-0.292026796,0.017026335,0.170750958,0.867359514,0.193779115,-0.215941514,2.566497249,0.350422393,-0.070367873,1.218988477,-0.084382868,-0.05013086
32,0,-0.327607949,-0.621853159,-5.257420651,1.898448502,0.780561581,-1.432595054,0.709797856,0.02543609,0.329356448,0.88961786,3.47017274,0.766019372,-0.636376226,0.75202182,0.47367496,0.675761569,2.166936684,3.423145476,1.424933194,-0.208371207,-0.015596838,-7.183170653,0.907245016,1.282790942,-1.306424767,0.950048942,0.920133251,0.34552816,-2.762775282,0.709797856,0.042143132,-1.126527565,3.996679749,-1.483276509,-0.176678085
33,4,1.512641775,0.075274649,0.099617156,0.864420488,1.334866166,1.44186088,1.266610473,-1.071686339,-0.141969843,-0.513274451,2.859717401,0.316976227,-1.920213201,-3.60719647,-0.571437588,0.647022752,-0.606146618,0.145259884,-0.013605021,1.559821032,-0.345845979,-0.865033346,0.400671614,-0.865843132,1.785995052,0.056142252,1.12781625,0.187508229,0.92542318,1.266610473,0.600980796,0.47562896,1.756498147,-0.520173522,-1.411101071
34,1,-0.048645733,0.884311159,-1.820475051,1.113089274,1.223026604,0.479087954,2.756546784,-0.103333216,0.120159737,-0.329663132,-3.043291919,0.551683556,0.140298042,1.169059774,0.249429605,-2.091829845,-0.746590128,0.310559756,4.433437069,-1.350840848,-0.34825397,-11.23307007,-2.794683367,-1.348449923,-0.190142599,-0.149222953,0.359083625,0.391150406,0.462448341,2.756546784,1.002027243,0.902743317,-1.195729024,-1.086238384,0.621471625
35,0,-0.105241249,-2.442103361,1.712736936,0.858717667,2.116766786,-0.249030763,-3.630599872,0.893626182,-0.525590374,0.201574252,1.358317589,-1.18136787,-0.279416146,3.771650941,-0.936316579,3.514496128,0.184674037,0.137378578,0.727323779,-0.534591413,1.181327386,9.542579657,2.077763198,1.05277284,-1.151135707,0.830989321,0.570359588,-1.463836642,-0.457365791,-3.630599872,1.404880637,0.410736063,-0.268075133,-0.920909764,1.11367927
36,0,0.037461152,0.219876651,-2.131714315,-0.449892885,-0.520241578,0.528726521,-3.555837863,0.683290175,-1.176881158,1.033355851,0.908378266,-0.433131661,-0.76998292,-0.236750944,-0.339437328,2.024113521,0.582515944,0.83807158,1.560229327,0.205873637,0.786200059,2.644883397,0.052544575,0.474867203,-1.173164076,0.315095282,-0.950477335,-0.630857657,-0.023099912,-3.555837863,-0.209940272,-0.558568775,-1.391958841,0.541293373,0.173532051
37,4,-1.098508607,0.335778464,-0.714345379,0.936625952,0.68620786,-0.046467917,-1.204064837,1.598350602,0.522448097,-0.653809398,-0.265921959,0.376378377,-0.356311417,-1.759464842,1.198513959,-0.944710026,-0.641004079,-0.40603135,-0.810161485,1.034226213,0.775853876,-0.931143401,1.856675167,-2.271722801,0.698576097,0.296284426,2.747795126,-0.000610092,-1.069353154,-1.204064837,2.018761435,-0.492798296,-0.716073054,0.171386476,0.413764528
38,0,0.51916346,0.407196459,-1.086496624,0.083612661,0.624264285,0.810280582,-0.319603344,0.488435836,-1.148506353,-0.574713194,-0.996582855,-0.289566674,0.521618475,1.668108629,2.577474127,-1.0222429,-1.246201256,1.992464743,-0.982641469,-0.136618991,-0.29998999,1.895666116,-0.131278129,4.053536047,0.041916099,0.868578435,-0.831607145,2.497740672,0.2059952,-0.319603344,0.360798338,1.964503583,1.466195161,-1.933119397,1.312710039
39,4,0.334495937,2.255163642,-0.38789363,-0.23489063,1.151089413,-1.271674501,-2.858206052,-1.080733699,1.098749736,-0.580938702,1.677843479,2.086579712,-0.27714804,-2.230833555,-0.853539967,0.312602002,3.581074066,-2.171784978,1.189968942,-0.043492411,-1.810117333,1.073215414,-0.097102047,-0.088026273,-0.009488126,-1.122390355,1.607132337,-1.668828372,-1.657822437,-2.858206052,0.655425403,-1.202716752,-1.386904699,-1.289679198,-1.440673991
40,2,-0.411274961,1.651651943,1.306089921,0.400256816,-0.408551471,0.272649457,-0.275887509,0.137950331,0.060906093,0.210168413,-1.577451759,-1.25160591,1.720297375,0.271811855,1.404519417,1.177416769,-1.705988333,-0.092746346,4.636062462,1.347654124,0.388042222,-2.426312927,-0.142940451,-2.322596963,0.460440151,-1.123956522,2.004302465,1.688384197,0.251083845,-0.275887509,0.941068841,-0.260219608,-1.674928252,-0.238874144,1.873673205
41,3,1.486077153,-0.45922497,0.237434321,-1.051143064,-0.060880976,-0.097141168,3.686511579,0.341796722,-0.205490754,2.610091533,4.281683416,0.172476153,-0.073011923,-0.0047344,0.050199382,1.166641837,2.323608099,-2.454617927,0.852121289,-1.089517737,1.058103865,-3.509622032,0.756777316,-1.160485592,-1.010747326,-0.100300867,-1.146239912,0.467682063,0.059099834,3.686511579,-0.40157574,2.188838193,3.448359717,0.365072074,-1.532105518
42,4,-0.02620027,0.140642295,-1.085646519,1.010594602,-0.322488593,-0.691815966,2.684413297,-0.581271138,0.537430217,0.273300501,-0.593622803,-0.23055554,-1.619561898,2.831132899,1.811255321,-2.065084657,-1.047128824,0.550733695,2.396912498,0.104120039,-0.81846714,-8.494242131,-0.621315384,-1.670326001,-0.997611736,0.145438369,-0.019466629,0.485634174,-2.517309474,2.684413297,0.221881581,-0.090839671,1.464082237,-1.353676128,-0.026337377
43,2,-0.014666351,-0.566639592,1.545599016,-1.217179452,-0.536925151,-0.138816417,1.633475861,-0.646236561,-0.381955258,0.120729454,-0.233445342,-0.048712069,-0.440054121,1.266806988,-0.723708444,1.15744308,1.387499269,-3.886137252,0.658012094,0.991922666,0.235417823,3.948323798,-0.220118579,2.69309375,-0.50707058,1.002924691,-0.169796407,0.073807359,-0.387741999,1.633475861,1.266976666,-0.28982387,-1.190517584,0.417438281,-0.591706867
44,0,0.874757164,-2.617163239,2.351473041,-0.221174179,-0.932102524,1.338204092,-3.45671376,0.946101554,-2.038447291,-1.900850071,0.36419883,-0.280245416,-0.21159437,0.687373387,1.248238889,2.215565435,-0.525630396,1.776254917,3.993154173,-2.427864976,0.202924898,3.62972349,-0.321988842,0.452158463,-0.527594116,-1.013844673,0.608513543,1.903418713,-1.097790395,-3.45671376,0.46849297,1.768417678,0.356412599,-0.311974108,-0.261047886
45,0,-0.069513665,-1.439882834,0.736128064,-0.974604962,0.896925639,-1.020781933,2.901275531,1.393087256,-0.497101097,0.445443897,-3.766253244,0.988047576,-0.318676328,0.514538024,-0.399207193,0.212488832,0.813797966,-0.987644154,0.541132579,-1.593548528,-0.662052642,-2.808265005,-0.800750575,1.477682465,0.487930382,-0.62215114,-0.075387644,-0.047333883,1.718710981,2.901275531,2.44705795,-0.941460626,0.159246629,1.013513317,1.394633988
46,3,0.232711635,-0.174643908,2.989098931,-2.534767689,-0.333340887,-0.694769119,0.365357906,0.863162272,-1.622516109,-0.285982107,-1.221431832,-0.750929069,-1.607168518,2.873066139,0.941614488,-1.451595944,-2.145411319,1.793801579,-1.523812984,0.32283995,-0.662790093,2.810565172,-0.208954257,0.503726302,-0.506815303,2.388352395,0.087527142,0.321970089,-1.487230398,0.365357906,-1.818258959,0.889258678,1.053216173,0.815594813,-2.178951416
47,0,-0.488407191,0.442088866,-2.487884502,1.854609618,-0.12282478,0.947806219,-1.871753892,-0.69655449,-0.037648727,0.295312653,1.113832157,-0.454353375,-2.336625546,0.526724053,-1.014877712,1.757738524,1.65361364,0.34220955,1.835926916,-0.596132212,0.807946787,-0.347878794,-0.788196845,0.088020851,-0.443080084,-0.127613288,-0.60178992,0.752908531,1.08664029,-1.871753892,1.978719602,-0.192613138,-0.986442683,-1.480506259,0.009619855
48,3,-0.596362968,1.142192473,4.881148851,0.39451805,-0.461150775,3.175410751,1.24846065,0.74085211,0.626708378,-0.029080184,4.26522574,0.355515348,-0.076914682,-1.012414886,0.837959152,2.878280884,-2.079333991,0.452171566,1.964609501,-0.654103975,0.605016232,9.02661766,-0.101411509,2.832923014,-0.969617355,-1.042484854,0.370461285,0.08563997,0.673266531,1.24846065,-0.115062555,-1.410344643,-0.266336709,-1.42945701,0.737373081
49,4,0.325103661,1.283928458,2.198774404,-0.356666557,-1.005899232,-0.992779551,1.430697775,-0.089339336,-1.142779393,0.839375874,1.169072081,-0.291151356,-0.626554746,-1.248813348,-0.415179693,-1.730296716,2.324085259,-0.594578271,3.168935313,-0.552991565,-0.579256227,-6.386685824,1.303603765,-1.848740191,-0.896857764,0.223487551,-0.367125733,0.550206182,1.124951836,1.430697775,-1.497682216,-1.778699404,0.193817265,-0.205193822,0.34876406
50,4,0.104593551,-0.11352739,-0.398019388,-0.510769394,-1.106351627,0.048048916,2.712560452,-0.220012757,1.941156582,1.717886317,-0.948741445,0.612308873,-1.015462807,2.428111468,0.402012246,-1.391575151,-4.547743479,-0.613108311,0.645265,0.993327468,-0.393740178,-0.718056372,0.291698152,1.487630216,-0.376969826,-0.119916041,0.599962721,1.054762493,0.753336351,2.712560452,0.146109356,1.329856386,1.356529116,-0.365115827,0.646958021
51,0,0.168091971,-0.721802713,-1.811529216,1.171192293,0.115413086,1.267185898,0.974989661,1.438948402,0.540075485,0.004254808,0.409309368,1.677347117,-0.642565424,4.009931616,0.139069616,1.656155173,1.768168921,0.252503098,0.029772855,-0.748584005,-0.586378934,2.318032646,0.688341906,3.728249323,1.25282569,0.837766532,2.267550028,-0.567401528,0.391853566,0.974989661,0.536482831,0.362074309,-0.707524646,1.16146861,-0.441008784
52,0,0.24417275,0.129894988,1.581146516,-1.007460439,0.253000764,-0.687563583,-1.48137685,-1.235739079,-0.402252728,-1.716370402,-1.849267444,0.290375484,1.145617207,-0.40946965,-0.944531375,-2.645161386,0.088178165,-2.027593966,1.481031228,-0.558293728,1.510901617,0.923690077,-0.498016861,2.579767219,0.270604205,-0.345995665,0.320532366,-1.424414469,-1.870219478,-1.48137685,-0.317402948,1.917118736,-0.160909096,-0.015752156,-0.755426808
53,0,0.035035296,0.542708707,0.169153613,0.072959933,-1.487316121,1.158746187,-5.058845756,-1.228111375,1.581228572,-1.86541546,0.66343551,1.051542857,0.76844481,1.171275756,-0.05618275,1.152410516,-0.33998233,-0.403173353,0.498202341,-2.28114029,0.201748228,6.307632077,0.809427658,-0.679642795,0.0989694,0.180949382,-0.920791788,0.155592014,-0.471577401,-5.058845756,0.137593035,1.587450776,-1.16874048,0.306973424,-0.873535581
54,2,-0.346882973,-0.809578849,-0.114393502,0.455640659,-0.402852702,-0.775687558,0.826397604,-0.240834317,0.04748863,-2.698112243,0.768382425,-0.036058517,-2.267573286,1.347864403,-0.997312163,1.92362285,2.970759412,1.847605243,0.787040627,-0.387758915,-0.30964303,-1.790930412,0.82921526,1.885578805,1.528862406,-0.07450397,1.913722157,0.815958558,0.353583436,0.826397604,1.223887143,2.082899124,3.842153725,-0.479538824,-1.263886077
55,4,1.01049008,-0.301445176,-2.354552957,2.769362029,0.246946177,1.076496886,-1.287782131,0.640607568,-0.742928851,0.119207368,0.881723147,3.165214216,-0.026933595,1.003154809,1.541702598,-0.097276499,-1.057451938,0.110739995,2.310494492,0.024535715,0.093147027,-3.110100121,-0.089956902,-0.948959725,0.77771577,-1.632757477,-0.375107875,0.019177152,-0.372171131,-1.287782131,0.164433491,-1.174481592,1.84400043,0.285842596,-0.400732622
56,2,-0.251948172,0.484462904,0.042264945,-0.344705911,0.887673718,0.639235819,3.32933347,0.504236916,0.613396278,-0.197642118,-1.387394665,1.02516446,-1.930192791,-2.402434402,-1.206984053,2.213855232,-1.848171923,-1.762436812,-1.034102155,-0.291931133,0.000617124,-3.589227541,-1.177165145,-3.589405482,1.74806992,1.90210283,-0.107970126,-0.137818924,-0.933328277,3.32933347,1.545475355,-0.832869815,4.068406138,-0.537824781,0.001988845
57,3,0.170515491,1.877851441,3.340775754,-0.859943712,1.268497133,-0.198912661,-2.334333506,-0.448701889,0.563595776,-0.819073128,0.478033886,-0.469080493,-0.769983927,-3.777401181,1.209013173,-3.044304084,-4.121864334,-2.550273206,0.0923301,1.255679326,0.434112138,4.107696184,-1.817940719,-1.129250705,-0.255374484,-0.464839892,0.447852361,2.046231804,0.596811807,-2.334333506,0.770623113,-2.469955314,0.357003846,-1.135172916,3.732341769
58,0,-1.541649375,0.580263545,-0.534388175,0.84078102,0.626665451,-0.037480596,-2.33233406,0.96118229,0.212582563,0.365084797,2.01223391,0.456387598,0.296758882,0.653751356,0.406158895,1.719971929,-0.948823737,2.088154609,0.000487128,1.250573555,-0.67387795,4.070768958,-0.114622902,-0.759387005,0.132504436,-2.103148809,-0.3663335,1.228634676,0.689922426,-2.33233406,0.732808633,0.657188981,-1.314382911,-0.597999548,-0.645971181
